,match_probability,source_dataset_l,source_dataset_r,unique_id_l,unique_id_r,firstname_l,firstname_r,lastname_l,lastname_r,petname_l,petname_r,dob_l,dob_r,sex_l,sex_r,match_key
1710,100.0,facility_df,house_df,2620,2358,Aziza,Aziza,Namugabwe,Namugabwe,,,2018-11-08,2018-11-21,2,2,0
1452,100.0,facility_df,house_df,298,3872,Aziza,Aziza,Mercy,Mercy,Buyungo,,1932-06-07,1932-06-20,2,2,0
2022,100.0,facility_df,house_df,436,3872,Aziza,Aziza,Mercy,Mercy,,,1932-06-20,1932-06-20,2,2,0
1712,100.0,facility_df,house_df,1198,2358,Aziza,Aziza,Namugabwe,Namugabwe,,,2018-11-08,2018-11-21,2,2,0
25,95.82,facility_df,house_df,2277,1252,Azizi,Azizi,Mukisa,,Atek,Abbo,1997-12-30,2003-12-14,1,1,0
1055,100.0,facility_df,house_df,2277,1632,Azizi,Azizi,Mukisa,Mukisa,Atek,Kaliisa,1997-12-30,1998-01-19,1,1,0
1086,100.0,facility_df,house_df,961,11,Babigumira,Babigumira,Sarah,Sarah,Kiira,Vara,1994-09-03,1994-08-27,2,2,0
412,100.0,facility_df,house_df,2122,1722,Babirye,Babirye,Babirye,Babirye,Barungi,,1963-04-24,1963-04-17,2,2,0
293,100.0,facility_df,house_df,166,3982,Babirye,Babirye,Mutesi,Mutesi,Kisanja,Nyala,2022-09-29,2022-09-02,2,2,0
2052,100.0,facility_df,house_df,190,1714,Babirye,Babirye,Naigaga,Naigaga,Sira,Sira,1946-05-24,1946-05-24,2,2,0
370,100.0,facility_df,house_df,771,45,Babirye,Babirye,Mutesi,Mutesi,Nsereko,,1949-07-25,1949-07-18,2,2,0
1857,100.0,facility_df,house_df,1149,236,Babirye,Babirye,Nakagolo,Nakagolo,Afia,Afia,2000-03-26,2000-04-08,2,2,0
369,100.0,facility_df,house_df,1241,45,Babirye,Babirye,Mutesi,Mutesi,Nsereko,,1949-07-25,1949-07-18,2,2,0
303,100.0,facility_df,house_df,531,1969,Babirye,Babirye,Nakaziba,Nakaziba,Nakalanzi,Esa,1940-03-30,1940-04-12,2,2,0
292,100.0,facility_df,house_df,996,3982,Babirye,Babirye,Mutesi,Mutesi,Kisanja,Nyala,2022-09-29,2022-09-02,2,2,0
302,100.0,facility_df,house_df,2013,1969,Babirye,Babirye,Nakaziba,Nakaziba,Nakalanzi,Esa,1940-03-30,1940-04-12,2,2,0
286,100.0,facility_df,house_df,1430,1714,Babirye,Babirye,Naigaga,Naigaga,Bangi,Sira,1946-05-11,1946-05-24,2,2,0
564,100.0,facility_df,house_df,2443,3147,Babirye,Babirye,Namatende,Namatende,Bisaso,,2019-05-05,2019-05-18,2,2,0
1658,100.0,facility_df,house_df,1275,796,Babirye,Babirye,Namwebya,Namwebya,,,1943-12-27,1943-12-27,2,2,0
128,99.01,facility_df,house_df,996,45,Babirye,Babirye,Mutesi,Mutesi,Kisanja,,2022-09-29,1949-07-18,2,2,0
129,99.01,facility_df,house_df,166,45,Babirye,Babirye,Mutesi,Mutesi,Kisanja,,2022-09-29,1949-07-18,2,2,0
130,99.01,facility_df,house_df,1603,3982,Babirye,Babirye,Mutesi,Mutesi,,Nyala,1949-07-18,2022-09-02,2,2,0
90,97.87,facility_df,house_df,2186,2075,Babirye,Babirye,Sarah,Fatuma,,Aya,2016-10-31,2016-10-24,2,2,0
287,100.0,facility_df,house_df,2884,46,Babirye,Babirye,Namaganda,Namaganda,Nkima,Azara,2026-06-06,2026-06-26,2,2,0
424,100.0,facility_df,house_df,1987,2967,Babirye,Babirye,Tracy,Tracy,Amanya,Yama,1952-01-05,1952-01-18,2,2,0
86,97.57,facility_df,house_df,2122,2980,Babirye,Babirye,Babirye,Babirye,Barungi,Pia,1963-04-24,1985-09-07,2,2,0
1631,100.0,facility_df,house_df,2186,1036,Babirye,Babirye,Sarah,Sarah,,,2016-10-31,2016-10-31,2,2,0
1144,100.0,facility_df,house_df,1603,45,Babirye,Babirye,Mutesi,Mutesi,,,1949-07-18,1949-07-18,2,2,0
881,100.0,facility_df,house_df,2466,1549,Babirye,Babirye,Naiboka,Naiboka,Alaso,,2005-05-18,2005-05-31,2,2,0
2204,100.0,facility_df,house_df,45,2325,Babirye,Babirye,Asina,Asina,Ila,Ila,2021-10-01,2021-10-14,2,2,0
2274,100.0,facility_df,house_df,1797,3187,Babirye,Babirye,Namukose,Namukose,Gia,Gia,1966-05-07,1966-05-07,2,2,0
1444,100.0,facility_df,house_df,958,2870,Babirye,Babirye,Shuleya,Shuleya,,,1993-09-24,1993-10-07,2,2,0
486,100.0,facility_df,house_df,496,1388,Babirye,Babirye,Naiwumbwe,Naiwumbwe,,,2014-12-10,2014-12-23,2,2,0
42,96.41,facility_df,house_df,771,3982,Babirye,Babirye,Mutesi,Mutesi,Nsereko,Nyala,1949-07-25,2022-09-02,2,2,0
2112,100.0,facility_df,house_df,2506,495,Babirye,Babirye,Wasena,Wasena,Panda,Panda,1963-01-15,1963-01-28,2,2,0
1755,100.0,facility_df,house_df,1897,83,Babirye,Babirye,Sulaina,Sulaina,,,1939-09-17,1939-09-17,2,2,0
953,100.0,facility_df,house_df,2049,593,Babirye,Babirye,Annet,Annet,Angoma,,1946-09-01,1946-09-14,2,2,0
41,96.41,facility_df,house_df,1241,3982,Babirye,Babirye,Mutesi,Mutesi,Nsereko,Nyala,1949-07-25,2022-09-02,2,2,0
2222,100.0,facility_df,house_df,1003,1058,Babita,Babita,Shalifa,Shalifa,,,1934-02-21,1934-02-21,2,2,0
2683,100.0,facility_df,house_df,1572,2139,Babra,Babra,Shakira,Shakira,Anaya,Anaya,1959-12-29,1959-12-29,2,2,0
2600,100.0,facility_df,house_df,1742,3648,Babra,Babra,Shakira,Shakira,Kiara,Kiara,1948-07-28,1948-07-28,2,2,0
214,99.88,facility_df,house_df,1742,2139,Babra,Babra,Shakira,Shakira,Kiara,Anaya,1948-07-28,1959-12-29,2,2,0
213,99.88,facility_df,house_df,1572,3648,Babra,Babra,Shakira,Shakira,Anaya,Kiara,1959-12-29,1948-07-28,2,2,0
2689,100.0,facility_df,house_df,501,3594,Babra,Babra,Nakiyemba,Nakiyemba,Tara,Tara,1989-06-05,1989-06-05,2,2,0
2968,100.0,facility_df,house_df,1392,1131,Baby,Baby,Babone,Babone,Fama,Fama,1935-05-31,1935-05-31,2,2,0
2234,100.0,facility_df,house_df,1629,2315,Badiru,Badiru,Kiranda,Kiranda,Kusiima,Kusiima,1940-09-10,1940-09-03,1,1,0
2695,100.0,facility_df,house_df,1828,3354,Badiru,Badiru,Mwase,Mwase,Isanga,Isanga,1988-02-16,1988-02-16,1,1,0
1456,100.0,facility_df,house_df,2446,3068,Badiru,Badiru,Bansute,Bansute,Ayebo,Katabazi,1963-04-11,1963-03-15,1,1,0
2267,100.0,facility_df,house_df,2333,262,Badiru,Badiru,Musasizi,Musasizi,Kikomeko,Kikomeko,2007-06-03,2007-06-16,1,1,0
2268,100.0,facility_df,house_df,1225,262,Badiru,Badiru,Musasizi,Musasizi,Kikomeko,Kikomeko,2007-06-03,2007-06-16,1,1,0
1073,100.0,facility_df,house_df,2301,1210,Badru,Badru,Munilu,Munilu,Nyendo,Kyeyune,1947-06-29,1947-07-19,1,1,0
1075,100.0,facility_df,house_df,1853,1210,Badru,Badru,Munilu,Munilu,Nyendo,Kyeyune,1947-06-29,1947-07-19,1,1,0
2673,100.0,facility_df,house_df,885,1210,Badru,Badru,Munilu,Munilu,Kyeyune,Kyeyune,1947-07-19,1947-07-19,1,1,0
1076,100.0,facility_df,house_df,1426,1210,Badru,Badru,Munilu,Munilu,Nyendo,Kyeyune,1947-06-29,1947-07-19,1,1,0
1590,100.0,facility_df,house_df,2263,3676,Bafumba,Bafumba,Rebecca,Rebecca,Ampuri,,1997-02-09,1997-03-01,2,2,0
961,100.0,facility_df,house_df,1911,3901,Bafumba,Bafumba,Namaganda,Namaganda,Ekwamu,,2007-02-17,2007-03-02,2,2,0
1855,100.0,facility_df,house_df,2389,3901,Bafumba,Bafumba,Namaganda,Namaganda,,,2007-03-02,2007-03-02,2,2,0
962,100.0,facility_df,house_df,163,3901,Bafumba,Bafumba,Namaganda,Namaganda,Ekwamu,,2007-02-17,2007-03-02,2,2,0
2610,100.0,facility_df,house_df,1484,2712,Bahar,Bahar,Kayigwa,Kayigwa,Hassan,Hassan,1935-08-26,1935-09-15,1,1,0
2870,100.0,facility_df,house_df,2044,3619,Bakali,Bakali,Kibwika,Kibwika,Ganyana,Ganyana,1993-03-15,1993-03-15,1,1,0
942,100.0,facility_df,house_df,925,2578,Bakali,Bakali,Kyeyago,Kyeyago,Bachwa,Galabuzi,1976-01-08,1976-01-21,1,1,0
2278,100.0,facility_df,house_df,969,2497,Bakali,Bakali,Balidawa,Balidawa,Buyinza,Buyinza,2008-03-31,2008-04-13,1,1,0
1289,100.0,facility_df,house_df,2669,4062,Bakali,Bakali,Wadidi,Wadidi,Nakalanzi,Kirungi,1967-05-01,1967-05-14,1,1,0
746,100.0,facility_df,house_df,11,2057,Bakali,Bakali,Kisambira,Kisambira,Nalubega,Nalwbwama,1946-12-23,1947-01-05,1,1,0
1191,100.0,facility_df,house_df,15,3370,Bakali,Bakali,Patrick,Patrick,Nakalanzi,Najjemba,1956-01-02,1955-12-26,1,1,0
2747,100.0,facility_df,house_df,2290,2066,Bakali,Bakali,Mukose,Mukose,Bwambale,Bwambale,2013-09-21,2013-09-21,1,1,0
2508,100.0,facility_df,house_df,2349,1292,Bakibisemu,Bakibisemu,Katiko,Katiko,Kamuhanda,Kamuhanda,2008-01-12,2007-12-23,1,1,0
2943,100.0,facility_df,house_df,2746,1292,Bakibisemu,Bakibisemu,Katiko,Katiko,Kamuhanda,Kamuhanda,2007-12-23,2007-12-23,1,1,0
2986,100.0,facility_df,house_df,1046,331,Balaka,Balaka,Lubanga,Lubanga,Kanusu,Kanusu,1950-11-27,1950-11-27,1,1,0
2631,100.0,facility_df,house_df,2035,331,Balaka,Balaka,Lubanga,Lubanga,Kanusu,Kanusu,1950-12-04,1950-11-27,1,1,0
2998,100.0,facility_df,house_df,32,1879,Balidawa,Balidawa,Ashim,Ashim,Asim,Asim,1989-06-25,1989-06-25,1,1,0
1557,100.0,facility_df,house_df,1555,1879,Balidawa,Balidawa,Ashim,Ashim,Kirabo,Asim,1989-07-05,1989-06-25,1,1,0
2500,100.0,facility_df,house_df,2889,2326,Balidawa,Balidawa,Faluku,Faluku,Muhairwe,Muhairwe,1983-05-29,1983-06-18,1,1,0
2606,100.0,facility_df,house_df,1045,446,Balikowa,Balikowa,Muntazali,Muntazali,Idi,Idi,1934-07-18,1934-07-31,1,1,0
277,100.0,facility_df,house_df,1509,3378,Balyegisawa,Balyegisawa,,,Nakalema,Lukwago,1945-09-13,1945-08-17,1,1,0
1634,100.0,facility_df,house_df,1048,1087,Bamulumba,Bamulumba,Muswahabu,Muswahabu,Nalukenge,Mande,1976-09-15,1976-09-08,1,1,0
2961,100.0,facility_df,house_df,1908,3003,Bamulumba,Bamulumba,Mutono,Mutono,Habib,Habib,1947-04-06,1947-04-06,1,1,0
2982,100.0,facility_df,house_df,1407,1694,Bamuwaile,Bamuwaile,Fatiya,Fatiya,Vida,Vida,2012-06-21,2012-06-21,2,2,0
2940,100.0,facility_df,house_df,2674,4070,Banda,Banda,Wantati,Wantati,Igeme,Igeme,1990-09-25,1990-09-25,1,1,0
1179,100.0,facility_df,house_df,2413,4070,Banda,Banda,Wantati,Wantati,Nakalanzi,Igeme,1990-09-05,1990-09-25,1,1,0
2620,100.0,facility_df,house_df,1158,2929,Banuli,Banuli,Magumba,Magumba,Casmir,Casmir,1974-04-20,1974-04-20,1,1,0
2808,100.0,facility_df,house_df,1458,3650,Banuli,Banuli,Matuba,Matuba,Muhairwe,Muhairwe,1995-11-08,1995-11-08,1,1,0
779,100.0,facility_df,house_df,1880,2929,Banuli,Banuli,Magumba,Magumba,Agondo,Casmir,1974-05-10,1974-04-20,1,1,0
2897,100.0,facility_df,house_df,1594,3412,Basalirwa,Basalirwa,Sulaiman,Sulaiman,Ayoo,Ayoo,1987-11-16,1987-11-16,1,1,0
1011,100.0,facility_df,house_df,23,3514,Basalirwa,Basalirwa,Waigangala,Waigangala,Namazzi,Jose,2011-12-07,2011-12-20,1,1,0
2684,100.0,facility_df,house_df,92,3514,Basalirwa,Basalirwa,Waigangala,Waigangala,Jose,Jose,2011-12-20,2011-12-20,1,1,0
1639,100.0,facility_df,house_df,2727,3953,Bashiri,Bashiri,Wambi,Wambi,Kato,Kyeyune,1943-04-28,1943-05-11,1,1,0
2569,100.0,facility_df,house_df,1639,436,Basiti,Basiti,Adiru,Adiru,Kabugo,Kabugo,1983-04-04,1983-04-17,1,1,0
2570,100.0,facility_df,house_df,1495,436,Basiti,Basiti,Adiru,Adiru,Kabugo,Kabugo,1983-04-04,1983-04-17,1,1,0
1555,100.0,facility_df,house_df,1492,2168,Basoga,Basoga,Kizito,Kizito,Njuba,Mwiru,1937-06-21,1937-07-04,1,1,0
1406,100.0,facility_df,house_df,474,3527,Basoga,Basoga,Alone,Alone,Namubiru,Kamoga,1978-01-29,1978-02-11,1,1,0
1341,100.0,facility_df,house_df,269,2550,Bateganya,Bateganya,Nkwanga,Nkwanga,Aruho,Lukwago,2023-05-20,2023-06-02,1,1,0
2834,100.0,facility_df,house_df,2332,2480,Bayati,Bayati,Lukaiya,Lukaiya,Panda,Panda,1938-11-02,1938-11-02,2,2,0
2377,100.0,facility_df,house_df,266,2480,Bayati,Bayati,Lukaiya,Lukaiya,Panda,Panda,1938-10-13,1938-11-02,2,2,0
1564,100.0,facility_df,house_df,1355,2265,Bayati,Bayati,Miria,Miria,,,1999-07-07,1999-07-20,2,2,0
2465,100.0,facility_df,house_df,2295,1583,Bayati,Bayati,Nangobi,Nangobi,Jama,Jama,1996-04-19,1996-04-19,2,2,0
2843,100.0,facility_df,house_df,2695,3636,Bazi,Bazi,Mutale,Mutale,Kafumbe,Kafumbe,1992-09-17,1992-09-17,1,1,0
2257,100.0,facility_df,house_df,2019,2716,Bazibu,Bazibu,Kisambira,Kisambira,Mahoro,Mahoro,1942-06-22,1942-06-15,1,1,0
232,99.94,facility_df,house_df,2019,281,Bazibu,Bazibu,Kisambira,Kisambira,Mahoro,Masiko,1942-06-22,1964-01-05,1,1,0
1594,100.0,facility_df,house_df,158,4086,Bazifa,Bazifa,Namulumba,Namulumba,Nakato,,1972-10-28,1972-10-21,2,2,0
2244,100.0,facility_df,house_df,112,2289,Bazifa,Bazifa,Sharifa,Sharifa,Tara,Tara,1984-10-24,1984-11-06,2,2,0
2587,100.0,facility_df,house_df,1882,1309,Bazigu,Bazigu,Mwanje,Mwanje,Kanusu,Kanusu,2018-01-04,2018-01-24,1,1,0
2944,100.0,facility_df,house_df,1543,1262,Bazigu,Bazigu,Asadi,Asadi,Daudi,Daudi,2002-12-06,2002-12-06,1,1,0
2070,100.0,facility_df,house_df,1812,767,Beatrice,Beatrice,Namulumba,Namulumba,,,2008-04-12,2008-04-12,2,2,0
462,100.0,facility_df,house_df,2486,3158,Beatrice,Beatrice,Nabirye,Nabirye,Bugingo,,1996-01-17,1996-01-10,2,2,0
1436,100.0,facility_df,house_df,443,762,Beatrice,Beatrice,Siyama,Siyama,Bukele,Safi,1962-09-22,1962-10-05,2,2,0
1244,100.0,facility_df,house_df,420,3210,Ben,Ben,Alamanzan,Alamanzan,Galiwango,Kamuhanda,1979-02-16,1979-03-01,1,1,0
2795,100.0,facility_df,house_df,2431,625,Ben,Ben,Kalangabisa,Kalangabisa,Najjemba,Najjemba,1930-12-26,1930-12-26,1,1,0
1239,100.0,facility_df,house_df,967,3631,Benda,Benda,Shaluwa,Shaluwa,Agwang,Wazi,2004-10-13,2004-10-06,2,2,0
1213,100.0,facility_df,house_df,188,16,Benon,Benon,Sowobi,Sowobi,Bazei,Mande,2010-09-03,2010-09-16,1,1,0
827,100.0,facility_df,house_df,1961,2734,Bernice,Bernice,,,,,2007-04-09,2007-04-09,2,2,0
2363,100.0,facility_df,house_df,706,1885,Betty,Betty,Hadija,Hadija,Mira,Mira,1971-04-22,1971-04-22,2,2,0
124,98.94,facility_df,house_df,991,3778,Betty,Betty,Namugosa,Nakaziba,Nabbosa,,1966-10-10,1966-11-15,2,2,0
1649,100.0,facility_df,house_df,115,3756,Betty,Betty,Nasimu,Nasimu,Awonga,,1986-11-13,1986-12-03,2,2,0
1305,100.0,facility_df,house_df,2147,3040,Betty,Betty,Ndase,Ndase,Atito,,2005-03-22,2005-02-23,2,2,0
658,100.0,facility_df,house_df,950,1124,Betty,Betty,Mwajuma,Mwajuma,Nampijja,Inara,1958-02-15,1958-02-28,2,2,0
749,100.0,facility_df,house_df,1404,2044,Betty,Betty,Shakira,Shakira,Nalo,,1981-06-28,1981-07-11,2,2,0
750,100.0,facility_df,house_df,975,2044,Betty,Betty,Shakira,Shakira,Nalo,,1981-06-28,1981-07-11,2,2,0
2580,100.0,facility_df,house_df,391,3290,Betty,Betty,Nanghendo,Nanghendo,Fara,Fara,1959-01-24,1959-01-24,2,2,0
2309,100.0,facility_df,house_df,2600,397,Betty,Betty,Nakakawa,Nakakawa,Mena,Mena,1933-04-17,1933-05-07,2,2,0
634,100.0,facility_df,house_df,682,3290,Betty,Betty,Nanghendo,Nanghendo,Kizito,Fara,1959-01-04,1959-01-24,2,2,0
2034,100.0,facility_df,house_df,1235,303,Betty,Betty,Shanita,Shanita,Nyala,Nyala,1973-04-13,1973-03-17,2,2,0
1353,100.0,facility_df,house_df,991,1941,Betty,Betty,Namugosa,Namugosa,Nabbosa,,1966-10-10,1966-10-23,2,2,0
1306,100.0,facility_df,house_df,1416,3040,Betty,Betty,Ndase,Ndase,Atito,,2005-03-22,2005-02-23,2,2,0
271,100.0,facility_df,house_df,693,3834,Bimbasa,Bimbasa,,,Batumula,Kateregga,1990-03-21,1990-04-10,1,1,0
23,95.82,facility_df,house_df,693,3870,Bimbasa,Bimbasa,,James,Batumula,Mukitale,1990-03-21,1997-11-07,1,1,0
2170,100.0,facility_df,house_df,2877,2771,Biryeri,Biryeri,Nabirye,Nabirye,Qama,Qama,2004-10-30,2004-11-19,2,2,0
2171,100.0,facility_df,house_df,2454,2771,Biryeri,Biryeri,Nabirye,Nabirye,Qama,Qama,2004-10-30,2004-11-19,2,2,0
2085,100.0,facility_df,house_df,683,3809,Bitaminsi,Bitaminsi,Vanisha,Vanisha,,,1991-03-02,1991-03-02,2,2,0
1080,100.0,facility_df,house_df,1735,2944,Bitaminsi,Bitaminsi,Namusubo,Namusubo,Akuku,,1959-10-27,1959-10-20,2,2,0
1079,100.0,facility_df,house_df,2177,2944,Bitaminsi,Bitaminsi,Namusubo,Namusubo,Akuku,,1959-10-27,1959-10-20,2,2,0
1709,100.0,facility_df,house_df,2680,353,Bitu,Bitu,Peace,Peace,,,1948-01-30,1948-01-23,2,2,0
1032,100.0,facility_df,house_df,111,1542,Bizowenah,Bizowenah,Naiwumbwe,Naiwumbwe,Akol,Ria,1989-05-24,1989-05-17,2,2,0
1314,100.0,facility_df,house_df,576,1083,Bogere,Bogere,Nakagolo,Nakagolo,Nalukenge,,1972-08-05,1972-08-18,2,2,0
2314,100.0,facility_df,house_df,2192,2465,Bonfance,Bonfance,Ayubu,Ayubu,Lukwago,Lukwago,1935-08-22,1935-09-04,1,1,0
2315,100.0,facility_df,house_df,910,2465,Bonfance,Bonfance,Ayubu,Ayubu,Lukwago,Lukwago,1935-08-22,1935-09-04,1,1,0
2594,100.0,facility_df,house_df,2414,933,Booza,Booza,Munilu,Munilu,Masiko,Masiko,2007-01-25,2007-01-25,1,1,0
979,100.0,facility_df,house_df,245,933,Booza,Booza,Munilu,Munilu,Nabbosa,Masiko,2007-01-12,2007-01-25,1,1,0
982,100.0,facility_df,house_df,27,933,Booza,Booza,Munilu,Munilu,Nabbosa,Masiko,2007-01-12,2007-01-25,1,1,0
2564,100.0,facility_df,house_df,1078,3639,Booza,Booza,Waiswa,Waiswa,Ibingira,Ibingira,1964-12-15,1964-12-15,1,1,0
1583,100.0,facility_df,house_df,1050,3534,Booza,Booza,Priase,Priase,Namuddu,Najjuma,1983-09-16,1983-09-29,1,1,0
1786,100.0,facility_df,house_df,942,124,Brenda,Brenda,Nanyanga,Nanyanga,Kiwanuka,,1975-01-12,1975-01-05,2,2,0
1995,100.0,facility_df,house_df,1465,533,Brenda,Brenda,Salama,Salama,,,1988-06-13,1988-06-13,2,2,0
1532,100.0,facility_df,house_df,2199,2766,Brenda,Brenda,Namugwana,Namugwana,,,1930-07-07,1930-07-20,2,2,0
123,98.9,facility_df,house_df,1465,3459,Brenda,Brenda,Salama,Namugogo,,,1988-06-13,1998-06-13,2,2,0
2037,100.0,facility_df,house_df,1107,690,Brenda,Brenda,Wasena,Wasena,,,2010-10-01,2010-10-01,2,2,0
1785,100.0,facility_df,house_df,366,728,Brenda,Brenda,Ziriat,Ziriat,Basiima,,2024-02-10,2024-02-03,2,2,0
2956,100.0,facility_df,house_df,1420,3258,Bukumbi,Bukumbi,Kasibante,Kasibante,Kapere,Kapere,1973-07-10,1973-07-10,1,1,0
2974,100.0,facility_df,house_df,1193,1365,Bulukani,Bulukani,Abu,Abu,Nakiwala,Nakiwala,1967-06-09,1967-06-09,1,1,0
1865,100.0,facility_df,house_df,2396,1692,Bumaali,Bumaali,Hatimu,Hatimu,Bakari,Kyangwa,1989-10-23,1989-11-05,1,1,0
353,100.0,facility_df,house_df,2107,151,Bumali,Bumali,,,Kafeero,Male,2004-02-10,2004-02-10,1,1,0
1199,100.0,facility_df,house_df,469,1677,Bumali,Bumali,Akiramu,Akiramu,Babirye,Jjingo,1960-01-22,1960-02-04,1,1,0
2395,100.0,facility_df,house_df,2509,264,Buradina,Buradina,Namunana,Namunana,Ranya,Ranya,2023-01-16,2023-01-09,2,2,0
2613,100.0,facility_df,house_df,628,192,Buradina,Buradina,Phiona,Phiona,Akina,Akina,1980-07-08,1980-07-08,2,2,0
2849,100.0,facility_df,house_df,1019,264,Buradina,Buradina,Namunana,Namunana,Ranya,Ranya,2023-01-09,2023-01-09,2,2,0
855,100.0,facility_df,house_df,326,192,Buradina,Buradina,Phiona,Phiona,Ntambi,Akina,1980-07-15,1980-07-08,2,2,0
854,100.0,facility_df,house_df,508,192,Buradina,Buradina,Phiona,Phiona,Ntambi,Akina,1980-07-15,1980-07-08,2,2,0
636,100.0,facility_df,house_df,1580,1488,Bushira,Bushira,Babirye,Babirye,,,1940-04-21,1940-04-14,2,2,0
356,100.0,facility_df,house_df,1090,3440,Bushira,Bushira,Nabirye,Nabirye,Nakyobe,Giza,2022-12-26,2023-01-08,2,2,0
2386,100.0,facility_df,house_df,2369,3440,Bushira,Bushira,Nabirye,Nabirye,Giza,Giza,2023-01-08,2023-01-08,2,2,0
1587,100.0,facility_df,house_df,456,400,Bushira,Bushira,Nangobi,Nangobi,,,1993-09-24,1993-09-24,2,2,0
397,100.0,facility_df,house_df,2547,3072,Bushira,Bushira,Shanita,Shanita,Ayub,Eanda,1947-12-18,1947-12-11,2,2,0
2199,100.0,facility_df,house_df,1143,1476,Bushira,Bushira,Timugibwa,Timugibwa,Esa,Esa,2016-04-01,2016-04-14,2,2,0
552,100.0,facility_df,house_df,179,400,Bushira,Bushira,Nangobi,Nangobi,,,1993-10-01,1993-09-24,2,2,0
551,100.0,facility_df,house_df,1959,400,Bushira,Bushira,Nangobi,Nangobi,,,1993-10-01,1993-09-24,2,2,0
2706,100.0,facility_df,house_df,1027,3344,Bushira,Bushira,Kitawulwa,Kitawulwa,Xira,Xira,1952-06-10,1952-06-10,2,2,0
1607,100.0,facility_df,house_df,223,467,Butelaba,Butelaba,Swabula,Swabula,,,2016-07-22,2016-08-04,2,2,0
2471,100.0,facility_df,house_df,715,2293,Butelaba,Butelaba,Movia,Movia,Akina,Akina,1941-07-17,1941-07-30,2,2,0
728,100.0,facility_df,house_df,1419,3560,Buuza,Buuza,Babirye,Babirye,Naseko,Fara,1934-07-27,1934-08-09,2,2,0
1375,100.0,facility_df,house_df,2560,1528,Buyinza,Buyinza,Jesse,Jesse,Agara,Bwayo,1951-07-05,1951-07-18,1,1,0
1435,100.0,facility_df,house_df,2218,971,Buyinza,Buyinza,Yahaya,Yahaya,Nakalanzi,Lwanga,1984-01-17,1984-01-23,1,1,0
1377,100.0,facility_df,house_df,1833,1528,Buyinza,Buyinza,Jesse,Jesse,Agara,Bwayo,1951-07-05,1951-07-18,1,1,0
2902,100.0,facility_df,house_df,2650,1129,Bwana,Bwana,Alamanzan,Alamanzan,Kulumba,Kulumba,2025-07-30,2025-07-30,1,1,0
1491,100.0,facility_df,house_df,681,714,Bwayo,Bwayo,Mukose,Mukose,Bangi,Muhairwe,1933-10-28,1933-11-17,1,1,0
2835,100.0,facility_df,house_df,495,1325,Bwire,Bwire,Kisanafu,Kisanafu,Kalyango,Kalyango,1976-11-19,1976-11-19,1,1,0
2382,100.0,facility_df,house_df,161,1325,Bwire,Bwire,Kisanafu,Kisanafu,Kalyango,Kalyango,1976-11-06,1976-11-19,1,1,0
2463,100.0,facility_df,house_df,742,1362,Byaluhanga,Byaluhanga,Basoga,Basoga,Gidudu,Gidudu,1937-11-25,1937-12-15,1,1,0
1296,100.0,facility_df,house_df,1071,1855,Byandala,Byandala,Falidi,Falidi,Katonda,Kanani,2006-05-15,2006-05-28,1,1,0
2331,100.0,facility_df,house_df,1800,2745,Byansi,Byansi,Jamali,Jamali,Kyakonye,Kyakonye,1943-06-08,1943-06-21,1,1,0
119,98.69,facility_df,house_df,425,1173,Byansi,Byansi,Brian,Isabirye,Kyewalabye,Guwatudde,2020-02-08,2020-03-14,1,1,0
1012,100.0,facility_df,house_df,104,3380,Byansi,Byansi,Edrine,Edrine,Nakanwagi,Ibrahim,1949-11-05,1949-11-18,1,1,0
2833,100.0,facility_df,house_df,425,1548,Byansi,Byansi,Brian,Brian,Kyewalabye,Kyewalabye,2020-02-08,2020-02-08,1,1,0
948,100.0,facility_df,house_df,752,3311,Byogero,Byogero,Birungi,Birungi,Mamadou,Bria,2011-11-02,2011-11-22,2,2,0
2715,100.0,facility_df,house_df,657,3311,Byogero,Byogero,Birungi,Birungi,Bria,Bria,2011-11-22,2011-11-22,2,2,0
2837,100.0,facility_df,house_df,2642,3146,Charles,Charles,Fred,Fred,Mugabi,Mugabi,2008-06-02,2008-06-02,1,1,0
1498,100.0,facility_df,house_df,2151,3146,Charles,Charles,Fred,Fred,Bisaso,Mugabi,2008-05-13,2008-06-02,1,1,0
800,100.0,facility_df,house_df,363,3126,Charles,Charles,Kakaire,Kakaire,Basigye,Gamanya,1996-02-20,1996-03-04,1,1,0
2923,100.0,facility_df,house_df,747,1321,Chris,Chris,Mukaya,Mukaya,Mwesigye,Mwesigye,1941-06-14,1941-06-14,1,1,0
1310,100.0,facility_df,house_df,1583,4025,Chris,Chris,Abdumaliki,Abdumaliki,Nabbosa,Jajja,1969-12-09,1969-12-02,1,1,0
1839,100.0,facility_df,house_df,137,174,Christina,Christina,Nabukalu,Nabukalu,Malaika,,1985-08-15,1985-08-28,2,2,0
857,100.0,facility_df,house_df,57,2646,Christina,Christina,Nakaziba,Nakaziba,Ggamba,,1969-02-17,1969-03-09,2,2,0
856,100.0,facility_df,house_df,968,2646,Christina,Christina,Nakaziba,Nakaziba,Ggamba,,1969-02-17,1969-03-09,2,2,0
1485,100.0,facility_df,house_df,1547,2364,Christine,Christine,Nyawere,Nyawere,,,2019-05-29,2019-05-22,2,2,0
1965,100.0,facility_df,house_df,740,1664,Christine,Christine,Edisa,Edisa,,,1934-01-13,1934-01-13,2,2,0
